平成２２年４月１日から平成２３年３月３１日までの分,,,,,,,,,,,,
開札日,執行課名,事業担当課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名, 予定価格 , 最低制限価格若しくは調査基準価格 , 落札価格 , 指名業者数 ,入札形式
20100709,東牟婁地域振興部,森林整備課,治山事業測量設計業務委託(復旧第9号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町鎌塚　　　　,字岩ノ谷第２地内　　,三松測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,173,100 "," 2,221,170 "," 2,940,000 ", 5 ,条件付一般競争入札
20100709,東牟婁地域振興部,森林整備課,治山事業測量設計業務委託(復旧第9号-3)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町鎌塚　　　　,字岩ノ谷外地内　　　,（株）果無　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,968,350 "," 2,177,581 "," 2,612,085 ", 10 ,条件付一般競争入札
20100705,那賀地域振興部,農林水産総務課,県農業試験場内用水管改修設計業務　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,貴志川町高尾　　　　,地内　　　　　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,575,500 "," 4,016,032 "," 4,023,838 ", 6 ,条件付一般競争入札
20100701,西牟婁地域振興部,農業農村整備課,日向地区ほ場園内整備その３工事　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上芳養　　　　　　　,地内　　　　　　　　,（株）タイリュウ建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 29,683,500 "," 25,610,676 "," 25,612,650 ", 24 ,条件付一般競争入札
20100629,有田地域振興部,農業農村整備課,須谷・田殿２期地区変更計画書作成業務　　　　　　　　　　　　　　　　　　　　　　,有田市　　　　　　　,宮原町　東　　　　　,外地内　　　　　　　,（株）タニガキ建工　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,373,000 "," 1,677,711 "," 1,722,560 ", 4 ,条件付一般競争入札
20100624,海草地域振興部,農業農村整備課,永谷２期地区地すべり観測業務　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,永谷　　　　　　　　,地内　　　　　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,509,500 "," 1,812,862 "," 1,821,646 ", 5 ,条件付一般競争入札
20100624,海草地域振興部,農業農村整備課,中田地区地すべり調査観測業務　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,中田　　　　　　　　,地内　　　　　　　　,（株）環境地盤　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,198,000 "," 6,606,003 "," 6,670,389 ", 12 ,条件付一般競争入札
20100624,西牟婁地域振興部,森林整備課,復旧治山事業(復旧第8号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町大瀬政木　　　,地内　　　　　　　　,栄光産業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 17,984,400 "," 15,201,213 "," 15,209,997 ", 18 ,条件付一般競争入札
20100624,西牟婁地域振興部,森林整備課,特定流域総合治山事業(特流第1号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町道湯川広田　,地内　　　　　　　　,（株）吉本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 20,854,050 "," 17,752,770 "," 17,791,200 ", 20 ,条件付一般競争入札
20100617,西牟婁地域振興部,森林整備課,復旧治山事業測量設計業務(復旧第7号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町野竹　　　　　,定夕地内　　　　　　,（株）果無　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,001,300 "," 1,462,550 "," 1,770,657 ", 13 ,条件付一般競争入札
20100610,西牟婁地域振興部,農業農村整備課,日向地区ほ場支線道路その１工事　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上芳養　　　　　　　,地内　　　　　　　　,（株）中井組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,846,500 "," 9,261,793 "," 10,710,000 ", 1 ,条件付一般競争入札
20100608,有田地域振興部,農業農村整備課,畦田２期地区２号承水路工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,瀬井　　　　　　　　,地内　　　　　　　　,（有）江川組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 29,379,000 "," 25,850,619 "," 25,883,550 ", 19 ,条件付一般競争入札
20100603,西牟婁地域振興部,森林整備課,復旧治山事業測量設計業務(復旧第5号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,稲成町　　　　　　　,細尾芝地内　　　　　,（有）鈴木測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 997,500 "," 708,723 "," 882,525 ", 13 ,条件付一般競争入札
20100603,西牟婁地域振興部,森林整備課,復旧治山事業測量設計業務(復旧第5号-2)　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,稲成町　　　　　　　,細尾芝地内　　　　　,（株）紀伊測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,514,100 "," 1,116,043 "," 1,332,408 ", 10 ,条件付一般競争入札
20100601,有田地域振興部,農業農村整備課,畦田２期地区地すべり観測（継続）・設計業務　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,瀬井　　　　　　　　,地内　　　　　　　　,基礎地盤コンサルタンツ（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,381,500 "," 5,254,889 "," 5,260,056 ", 20 ,条件付一般競争入札
20100601,有田地域振興部,農業農村整備課,畦田２期地区地すべり調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,瀬井　　　　　　　　,地内　　　　　　　　,和秀技研（有）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,932,000 "," 1,371,333 "," 1,372,827 ", 20 ,条件付一般競争入札
20100528,伊都地域振興部,農業農村整備課,中山間総合整備事業　吉原地区　測量その１業務　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,吉原　　　　　　　　,地内　　　　　　　　,（株）藤平組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,071,000 "," 792,432 "," 960,750 ", 9 ,条件付一般競争入札
20100528,伊都地域振興部,農業農村整備課,中山間総合整備事業　吉原地区　設計その１業務　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,吉原　　　　　　　　,地内　　　　　　　　,和建技術（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,194,500 "," 1,540,758 "," 1,553,047 ", 16 ,条件付一般競争入札
20100528,伊都地域振興部,農業農村整備課,西渋田排水路災害復旧実施設計業務　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,西渋田　　　　　　　,地内　　　　　　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,126,500 "," 3,006,980 "," 3,009,869 ", 11 ,条件付一般競争入札
20100517,那賀地域振興部,農業農村整備課,中央工区ほ場整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,貴志川町北山　　　　,地内　　　　　　　　,（株）畑中産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 85,470,000 "," 74,395,421 "," 75,000,450 ", 10 ,条件付一般競争入札（総合評価）
20100512,那賀地域振興部,森林整備課,復旧治山那賀測量設計業務委託(復旧第1号-1)　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,切畑　　　　　　　　,字葛城地内　　　　　,（株）タニガキ建工　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,224,950 "," 1,601,074 "," 1,610,093 ", 11 ,条件付一般競争入札
20100512,那賀地域振興部,森林整備課,奥地保安林那賀測量設計業務委託(奥地保安林第2号-1)　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,西山田　　　　　　　,字蔭地ヶ原地内　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,667,400 "," 1,219,703 "," 1,234,209 ", 13 ,条件付一般競争入札
20100512,日高地域振興部,森林整備課,復旧治山事業測量設計業務委託（復旧第3号-1）　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　田尻　　　　　,字　本谷　地内　　　,（株）初山　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,411,200 "," 997,718 "," 1,281,000 ", 8 ,条件付一般競争入札
20100512,日高地域振興部,森林整備課,復旧治山事業測量設計業務委託（復旧第4号-1）　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　谷山　地内　　　,（有）成和測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,132,550 "," 1,561,453 "," 1,974,000 ", 8 ,条件付一般競争入札
20100512,日高地域振興部,森林整備課,復旧治山事業測量設計業務委託（復旧第4号-2）　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　板垣内　地内　　,（株）マエモト　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 794,850 "," 578,094 "," 714,000 ", 8 ,条件付一般競争入札
20100512,日高地域振興部,森林整備課,復旧治山事業測量設計業務委託（復旧第4号-3）　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　板垣内　地内　　,（有）ヤマニシ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,948,800 "," 1,436,460 "," 1,783,152 ", 8 ,条件付一般競争入札
20100512,日高地域振興部,森林整備課,復旧治山事業測量設計業務委託（復旧第4号-4）　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字　寒川　　　　　,字　西ノ谷　地内　　,（株）日進コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,529,850 "," 1,074,107 "," 1,407,000 ", 8 ,条件付一般競争入札
20100510,日高地域振興部,森林整備課,県土防災対策治山事業(県防第3号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　野島字幸神　,地内　　　　　　　　,（株）キタイ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,465,400 "," 2,092,574 "," 2,095,590 ", 10 ,条件付一般競争入札
20100510,日高地域振興部,森林整備課,県土防災対策治山事業(県防第4号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字寒川　字　土居　,地内　　　　　　　　,（株）青松　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,404,900 "," 1,158,627 "," 1,165,710 ", 6 ,条件付一般競争入札
20100510,日高地域振興部,森林整備課,県土防災対策治山事業(県防第5号)　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大字寒川字小藪川南原,地内　　　　　　　　,西川興業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,096,050 "," 3,403,299 "," 3,424,050 ", 7 ,条件付一般競争入札
20100413,水産振興課,水産振興課,栽培漁業センター解体撤去工事設計業務　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,勝浦　　　　　　　　,地内　　　　　　　　,（株）清水設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,588,500 "," 3,247,281 "," 4,389,000 ", 3 ,条件付一般競争入札
20100413,那賀地域振興部,農業農村整備課,別所池改修（その１）工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,西三谷　　　　　　　,地内　　　　　　　　,（株）藤平組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 37,338,000 "," 32,405,672 "," 33,810,000 ", 7 ,条件付一般競争入札（総合評価）
20100407,西牟婁地域振興部,森林整備課,山地災害総合減災対策治山事業（減災対策第2号-3）　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村殿原　　　　　,小原地内　　　　　　,川口建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,362,750 "," 3,786,507 "," 3,788,400 ", 22 ,条件付一般競争入札
20100406,有田地域振興部,農業農村整備課,和歌山地区宮代工区ゲート製作・据付工事　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,唐尾　　　　　　　　,地内　　　　　　　　,日工マシナリー（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,431,000 "," 3,948,021 "," 4,410,000 ", 1 ,条件付一般競争入札
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
