 平成２２年４月１日から平成２３年３月３１日までの分 ,,,,,,,,,,,,
 入札日 , 執行課名 , 事業担当課名 ,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格, 最低制限価格若しくは調査基準価格 , 落札価格 ,応札業者数,入札形式
20100518,海草建設部,道路建設課,小豆島船所線地方特定道路整備設計業務　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,直川～六十谷　　　　,地内　　　　　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,627,500 "," 1,189,377 "," 1,207,605 ",2,一般競争入札
20100518,海草建設部,道路建設課,興加茂郷停車場線地方特定道路整備測量業務　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,下津町興　　　　　　,地内　　　　　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,318,000 "," 2,406,213 "," 2,406,213 ",30,一般競争入札
20100518,海草建設部,道路建設課,日方大野中藤白線道路改良設計業務　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,馬場町１丁目　　　　,地内　　　　　　　　,和歌山航測（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,092,000 "," 778,159 "," 787,332 ",13,一般競争入札
20100518,海草建設部,道路建設課,国道４２４号道路改良設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,上谷　　　　　　　　,地内　　　　　　　　,（株）長大和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,076,500 "," 2,175,085 "," 2,194,467 ",36,一般競争入札
20100518,海草建設部,道路建設課,国道３７０号道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,毛原宮　　　　　　　,地内　　　　　　　　,（株）藤平組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 94,832,850 "," 82,285,768 "," 82,950,000 ",16,一般競争入札（総合評価）
20100518,海草建設部,道路保全課,小豆島船所線外道路台帳修正外業務　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,小豆島外　　　　　　,地内　　　　　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,678,000 "," 4,786,790 "," 4,810,163 ",21,一般競争入札
20100518,海草建設部,道路保全課,和歌山橋本線外道路標識台帳整備業務　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西外　　　　　　　　,地内　　　　　　　　,（有）岡本土木技術　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,895,500 "," 2,756,845 "," 2,759,572 ",26,一般競争入札
20100518,海草建設部,道路保全課,新和歌浦梅原線外道路照明灯台帳整備業務　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西浜外　　　　　　　,地内　　　　　　　　,和歌山測量（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,250,500 "," 6,637,233 "," 6,637,233 ",27,一般競争入札
20100518,海草建設部,道路保全課,和歌山野上線電線共同溝整備設計業務　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,橋向丁外　　　　　　,地内　　　　　　　　,（株）中山綜合コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,614,500 "," 1,919,827 "," 1,925,317 ",7,一般競争入札
20100518,海草建設部,道路保全課,国道３７０号外舗装補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,阪井　　　　　　　　,外地内　　　　　　　,木下建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 11,582,550 "," 9,725,940 "," 9,758,700 ",14,一般競争入札
20100518,海草建設部,河川課,加茂川地震・高潮対策測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,下津町方　　　　　　,地内　　　　　　　　,和歌山測量（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,669,500 "," 1,170,987 "," 1,179,167 ",17,一般競争入札
20100518,海草建設部,河川課,貴志川河川調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,吉野　　　　　　　　,地内　　　　　　　　,和歌山航測（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,305,000 "," 3,188,283 "," 3,188,283 ",13,一般競争入札
20100518,伊都建設部,道路保全課,志賀三谷線外　道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,三谷　　　　　　　　,外地内　　　　　　　,川崎組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,072,950 "," 3,489,089 "," 3,507,000 ",16,一般競争入札
20100518,伊都建設部,道路保全課,国道４８０号外　道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,平　　　　　　　　　,外地内　　　　　　　,釣野組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,484,550 "," 3,862,259 "," 3,874,500 ",13,一般競争入札
20100518,伊都建設部,道路保全課,高野口野上線外　道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,星山　　　　　　　　,外地内　　　　　　　,（株）ダイケン　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,928,700 "," 4,229,366 "," 4,231,500 ",12,一般競争入札
20100518,伊都建設部,道路保全課,国道４８０号外　道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,花園梁瀬　　　　　　,外地内　　　　　　　,八王建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,552,550 "," 2,184,871 "," 2,192,400 ",9,一般競争入札
20100518,伊都建設部,道路保全課,阪本五條線外　道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　高野町　　　,東富貴　　　　　　　,外地内　　　　　　　,（株）ダイケン　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,038,050 "," 1,744,394 "," 1,764,000 ",11,一般競争入札
20100518,伊都建設部,道路保全課,橋本停車場線外　交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,古佐田　　　　　　　,外地内　　　　　　　,紀北大西電設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,577,750 "," 2,109,240 "," 2,205,000 ",7,一般競争入札
20100518,伊都建設部,河川課,東谷川外　河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,北馬場　　　　　　　,外地内　　　　　　　,赤井工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,712,800 "," 3,334,836 "," 3,336,900 ",14,一般競争入札
20100518,伊都建設部,河川課,貴志川　河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,新城　　　　　　　　,地内　　　　　　　　,西康建設（有）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 674,100 "," 559,578 "," 580,650 ",6,一般競争入札
20100518,有田建設部,道路建設課,海南金屋線地方特定道路整備調査業務　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,上六川　　　　　　　,地内　　　　　　　　,アジア航測（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,056,000 "," 5,072,558 "," 5,072,558 ",26,一般競争入札
20100518,有田建設部,道路保全課,国道４２４号交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,金屋　　　　　　　　,地内　　　　　　　　,（有）浦﨑組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,771,200 "," 4,028,850 "," 4,037,250 ",11,一般競争入札
20100518,日高建設部,道路建設課,国道４２４号　道路改良　調査設計業務　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,初湯川～熊野川　　　,地内　　　　　　　　,（株）アスコ和歌山支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,076,500 "," 2,162,164 "," 2,172,931 ",13,一般競争入札
20100518,日高建設部,道路建設課,御坊由良線　地方特定道路整備　設計業務　　　　　　　　　　　　　　　　　　　　　,日高郡　由良町　　　,小引　　　　　　　　,地内　　　　　　　　,（有）成和測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,593,500 "," 1,835,419 "," 2,394,000 ",7,一般競争入札
20100518,日高建設部,道路建設課,国道４２５号　道路改良　用地調査業務　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,上洞　　　　　　　　,地内　　　　　　　　,（株）イ・アール・シ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,522,500 "," 1,122,234 "," 1,129,695 ",10,一般競争入札
20100518,日高建設部,道路建設課,国道４２５号　道路改良　地質調査業務　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,上洞　　　　　　　　,地内　　　　　　　　,（株）中山綜合コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,885,500 "," 5,608,167 "," 5,613,687 ",22,一般競争入札
20100518,日高建設部,道路建設課,国道４２５号　道路改良　工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,美里　　　　　　　　,地内　　　　　　　　,北村建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,401,450 "," 6,191,070 "," 6,192,900 ",13,一般競争入札
20100518,日高建設部,道路建設課,国道４２５号　橋梁照査　設計業務　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,上洞　　　　　　　　,地内　　　　　　　　,（株）データ技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,858,500 "," 1,342,580 "," 1,343,695 ",10,一般競争入札
20100518,日高建設部,道路建設課,国道４２５号　道路改良　測量業務　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,上洞　　　　　　　　,地内　　　　　　　　,（株）日高測地　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,480,500 "," 1,052,931 "," 1,056,040 ",10,一般競争入札
20100518,日高建設部,道路保全課,御坊由良線　交通安全施設等整備　測量設計業務　　　　　　　　　　　　　　　　　　,日高郡　由良町　　　,大引　　　　　　　　,地内　　　　　　　　,（株）日高測地　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,213,000 "," 2,307,576 "," 2,312,074 ",14,一般競争入札
20100518,日高建設部,道路保全課,御坊中津線　地方道路交付金　測量設計業務　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,熊野　　　　　　　　,地内　　　　　　　　,（有）稲垣　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,890,500 "," 4,160,460 "," 4,201,693 ",14,一般競争入札
20100518,日高建設部,道路保全課,国道４２５号（外）　舗装補修　工事　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,小原（外）　　　　　,地内　　　　　　　　,（株）小池組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,230,700 "," 5,139,276 "," 5,142,900 ",12,一般競争入札
20100518,日高建設部,河川課,日高川　河川調査　業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,松瀬　　　　　　　　,地内　　　　　　　　,（株）マエモト　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,465,000 "," 2,520,094 "," 2,522,520 ",13,一般競争入札
20100518,日高建設部,河川課,切目川　河川総合開発　国道４２５号付替（外）　合併工事　　　　　　　　　　　　　,日高郡　印南町　　　,高串　　　　　　　　,地内　　　　　　　　,（有）山口工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 15,156,750 "," 12,745,607 "," 12,809,475 ",13,一般競争入札
20100518,日高建設部,河川課,切目川河川総合開発　国道４２５号付替（外）　合併工事　　　　　　　　　　　　　　,日高郡　印南町　　　,高串　　　　　　　　,地内　　　　　　　　,（有）吹石重機　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 16,839,900 "," 14,690,229 "," 14,977,200 ",34,一般競争入札
20100518,日高建設部,砂防課,片串地区　地すべり対策　調査設計業務　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,初湯川　　　　　　　,地内　　　　　　　　,（株）データ技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 8,463,000 "," 6,238,077 "," 6,271,083 ",24,一般競争入札
20100518,日高建設部,港湾整備課,日高港　港湾整備　調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,塩屋町　北塩屋　　　,地先　　　　　　　　,（有）日廣技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 651,000 "," 463,902 "," 618,450 ",7,一般競争入札
20100518,東牟婁串本建設部,道路建設課,上富田すさみ線地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　すさみ町　,江住外　　　　　　　,地内　　　　　　　　,（株）小森組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 13,067,250 "," 10,914,458 "," 12,180,000 ",9,一般競争入札
20100517,公共建築課,公共建築課,近代美術館駐車管制設備改修工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,吹上一丁目　　　　　,地内　　　　　　　　,和大興業（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,370,200 "," 8,242,521 "," 8,271,900 ",20,一般競争入札
20100517,那賀建設部,下水道課,紀の川中流流域下水道（那賀処理区）費用対効果分析検討業務　　　　　　　　　　　　,岩出市　　　　　　　,中島　　　　　　　　,外地内　　　　　　　,（株）極東技工コンサルタント和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,523,000 "," 4,009,145 "," 4,013,011 ",14,一般競争入札
20100517,東牟婁新宮建設部,道路建設課,那智勝浦古座川線地方特定道路整備測量業務　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,口色川外　　　　　　,地内　　　　　　　　,勝山測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,100,000 "," 1,558,200 "," 1,974,000 ",12,一般競争入札
20100517,東牟婁新宮建設部,道路建設課,那智勝浦古座川線地方特定道路整備用地測量業務　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,口色川外　　　　　　,地内　　　　　　　　,三松測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,076,500 "," 2,259,073 "," 2,845,500 ",8,一般競争入札
20100517,東牟婁新宮建設部,道路建設課,那智勝浦古座川線地方特定道路整備設計業務　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,口色川外　　　　　　,地内　　　　　　　　,（有）吉野測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,486,000 "," 2,542,688 "," 3,223,500 ",7,一般競争入札
20100517,東牟婁新宮建設部,道路建設課,那智勝浦古座川線地方特定道路整備地質調査業務　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,口色川外　　　　　　,地内　　　　　　　　,（株）ネクサス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,601,500 "," 2,558,865 "," 2,571,471 ",15,一般競争入札
20100517,東牟婁新宮建設部,道路建設課,国道１６８号道路改良調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町田長～熊野川,町能城山本地内　　　,応用地質（株）和歌山支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,963,500 "," 1,404,687 "," 1,439,049 ",4,一般競争入札
20100517,東牟婁新宮建設部,道路建設課,国道１６９号道路改良地質調査業務　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町宮井　　　　,地内　　　　　　　　,（株）近畿コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,910,000 "," 10,520,496 "," 10,530,933 ",18,一般競争入札
20100517,東牟婁新宮建設部,道路保全課,那智山勝浦線社会資本整備交付金交通安全測量業務　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,市野々外　　　　　　,地内　　　　　　　　,（有）熊野路測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,486,000 "," 2,481,683 "," 3,234,000 ",9,一般競争入札
20100517,東牟婁新宮建設部,道路保全課,那智山勝浦線社会資本整備交付金交通安全設計業務　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,市野々外　　　　　　,地内　　　　　　　　,（株）データ技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,777,500 "," 3,501,429 "," 3,511,462 ",18,一般競争入札
20100517,東牟婁新宮建設部,道路保全課,国道１６８号社会資本整備交付金交通安全設計業務　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,五新　　　　　　　　,地内　　　　　　　　,（株）初山　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,045,000 "," 2,255,127 "," 2,770,950 ",9,一般競争入札
20100517,東牟婁新宮建設部,道路保全課,国道１６９号道路災害防除工事　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　北山村　　,七色　　　　　　　　,地内　　　　　　　　,（有）三栄建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,593,950 "," 12,429,789 "," 12,436,725 ",19,一般競争入札
20100517,東牟婁新宮建設部,道路保全課,国道１６９号地方道路交付金工事　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　北山村　　,下尾井　　　　　　　,地内　　　　　　　　,二洋建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 26,856,900 "," 22,868,508 "," 22,878,450 ",29,一般競争入札
20100517,東牟婁新宮建設部,道路保全課,国道１６８号舗装補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,高田外　　　　　　　,地内　　　　　　　　,（株）海邊組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 19,549,950 "," 16,476,906 "," 17,535,000 ",6,一般競争入札
20100517,東牟婁新宮建設部,道路保全課,国道１６８号舗装補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町日足外　　　,地内　　　　　　　　,（株）三崎舗道　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,802,800 "," 8,172,369 "," 8,820,000 ",6,一般競争入札
20100517,東牟婁新宮建設部,河川課,太田川流量観測業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,南大居　　　　　　　,地内　　　　　　　　,（有）大江設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,462,500 "," 3,251,823 "," 4,137,000 ",9,一般競争入札
20100517,東牟婁新宮建設部,港湾整備課,勝浦漁港漁港施設整備（広域）調査業務　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,築地　　　　　　　　,地内　　　　　　　　,（株）産業工学研究所和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,953,000 "," 1,432,720 "," 1,434,087 ",25,一般競争入札
20100517,東牟婁新宮建設部,港湾整備課,新宮港港湾改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,三輪崎　　　　　　　,地内　　　　　　　　,（有）大野組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 67,320,750 "," 58,455,633 "," 58,634,625 ",21,一般競争入札（総合評価）
20100514,和歌山下津港湾事務所,港湾整備課,和歌山下津港　港湾改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,湊　　　　　　　　　,地内　　　　　　　　,有田住宅設備（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 19,386,150 "," 16,571,879 "," 16,574,250 ",18,一般競争入札
20100514,和歌山下津港湾事務所,港湾整備課,和歌山下津港　港湾修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,雑賀崎　　　　　　　,外地内　　　　　　　,（有）和西建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,462,700 "," 12,275,847 "," 12,306,000 ",16,一般競争入札
20100514,和歌山下津港湾事務所,港湾整備課,和歌山下津港　港湾修繕　設計業務　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,湊　　　　　　　　　,外地内　　　　　　　,和建技術（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,585,500 "," 1,118,728 "," 1,118,728 ",15,一般競争入札
20100514,那賀建設部,道路建設課,西川原粉河線道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,粉河　　　　　　　　,地内　　　　　　　　,（有）畑中建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 16,698,150 "," 14,183,139 "," 14,183,400 ",10,一般競争入札
20100514,那賀建設部,道路保全課,かつらぎ桃山線道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,桃山町黒川　　　　　,外地内　　　　　　　,（株）河井組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,275,200 "," 4,526,901 "," 4,548,600 ",14,一般競争入札
20100514,那賀建設部,道路保全課,垣内貴志川線道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,桃山町野田原　　　　,外地内　　　　　　　,山田建装企画事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,936,700 "," 5,132,736 "," 5,134,500 ",14,一般競争入札
20100514,那賀建設部,道路保全課,小豆島岩出線　外道路維持修繕工事　　　　　　　　　　　　　　　　　　　　　　　　,岩出市　　　　　　　,中島　　　　　　　　,外地内　　　　　　　,柏木組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,440,700 "," 5,495,808 "," 5,528,250 ",14,一般競争入札
20100514,那賀建設部,道路保全課,国道４２４号（藤崎井橋・阿弥陀高架橋）地方道路交付金設計業務　　　　　　　　　　,紀の川市　　　　　　,窪　　　　　　　　　,地内　　　　　　　　,（株）近畿コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 18,480,000 "," 13,168,848 "," 13,233,528 ",14,一般競争入札
20100514,伊都建設部,道路建設課,那賀かつらぎ線　道路改良測量業務　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,笠田中　　　　　　　,地内　　　　　　　　,（株）ジオエンジニア　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,122,000 "," 7,276,705 "," 7,276,705 ",30,一般競争入札
20100514,伊都建設部,道路建設課,国道４８０号　道路改良水文調査解析業務　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,志賀　　　　　　　　,地内　　　　　　　　,川崎地質（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,908,500 "," 2,121,459 "," 2,129,603 ",11,一般競争入札
20100514,伊都建設部,道路建設課,那賀かつらぎ線　道路改良設計（道路詳細設計その１）業務　　　　　　　　　　　　　,伊都郡　かつらぎ町　,笠田中　　　　　　　,地内　　　　　　　　,（有）岡本土木技術　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,238,000 "," 9,976,566 "," 10,086,199 ",16,一般競争入札
20100514,伊都建設部,道路建設課,那賀かつらぎ線　道路改良設計（道路詳細設計その２）外合併業務　　　　　　　　　　,伊都郡　かつらぎ町　,笠田中　　　　　　　,地内　　　　　　　　,和歌山航測（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 28,980,000 "," 21,097,440 "," 21,117,726 ",15,一般競争入札
20100514,伊都建設部,道路建設課,町道大谷連絡線　道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,大谷　　　　　　　　,地内　　　　　　　　,（株）木村組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 47,556,600 "," 40,600,526 "," 40,845,000 ",22,一般競争入札（総合評価）
20100514,伊都建設部,道路保全課,橋本五條線　地方道路交付金交通安全建物調査業務　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,上田　　　　　　　　,地内　　　　　　　　,長尾建築設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 241,500 "," 169,219 "," 175,812 ",8,一般競争入札
20100514,伊都建設部,道路保全課,山田岸上線外　道路維持修繕図面修正業務　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,神野々　　　　　　　,外地内　　　　　　　,（株）清和エンジニア　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,436,500 "," 4,600,166 "," 4,622,694 ",18,一般競争入札
20100514,伊都建設部,道路保全課,国道４８０号（鳥居橋・梁瀬大橋）国道橋りょう補修工事　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,花園梁瀬　　　　　　,地内　　　　　　　　,（株）豊工業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 36,839,250 "," 32,271,379 "," 34,650,000 ",3,一般競争入札（総合評価）
20100514,伊都建設部,砂防課,広野地区　地すべり対策調査設計業務　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,短野　　　　　　　　,地内　　　　　　　　,（株）東京建設コンサルタント和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,179,000 "," 3,027,685 "," 3,042,312 ",13,一般競争入札
20100514,伊都建設部,砂防課,滝地区　地すべり対策調査設計業務　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,滝　　　　　　　　　,地内　　　　　　　　,応用地質（株）和歌山支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,832,500 "," 2,739,087 "," 2,757,867 ",16,一般競争入札
20100514,伊都建設部,砂防課,広口地区　地すべり対策調査設計業務　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,広口　　　　　　　　,地内　　　　　　　　,アジア航測（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,132,000 "," 4,395,417 "," 4,408,294 ",17,一般競争入札
