入札日,執行課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式
,日高建設部,御坊美山線（外）交通安全施設等整備工事,日高郡　日高川町,（外）　一円,地内,（株）キンキ,"7,095,900","5,163,900","6,352,500",11,指名競争入札
,日高建設部,国道４２５号（外）舗装補修工事,日高郡　印南町,一円（外）,地内,和興建設（株）,"17,424,750","13,324,500","17,241,000",9,指名競争入札
,日高建設部,たかの金屋線（外）舗装補修工事,日高郡　日高川町,坂野川（外）,地内,（株）小池組,"4,447,800","3,364,200","4,378,500",10,指名競争入札
,日高建設部,玄子小松原線舗装補修工事,日高郡　日高川町,千津川,地内,（株）小池組,"4,259,850","3,231,900","4,200,000",10,指名競争入札
,日高建設部,玄子小松原線舗装補修工事,御坊市,藤田町　吉田,地内,（株）小池組,"2,364,600",0,"2,331,000",10,指名競争入札
,日高建設部,高津尾川河川修繕工事,日高郡　日高川町,高津尾,地内,（株）駒場工務店,"4,786,950","3,537,450","4,709,250",14,指名競争入札
,西牟婁建設部,串本高校管理・特別棟耐震改修（２工区）工事,東牟婁郡　串本町,串本,地内,南紀建設,"44,458,050","37,765,350","37,765,350",25,指名競争入札
,東牟婁串本建設部,袋港　港湾修繕　工事,東牟婁郡　串本町,袋,地内,（株）岡工務店,"652,050",0,"514,500",11,指名競争入札
,東牟婁串本建設部,古座地区　急傾斜地崩壊対策　工事,東牟婁郡　串本町,古座,地内,（株）加藤組,"9,256,800","6,952,050","8,977,500",19,指名競争入札
,東牟婁串本建設部,土砂災害情報処理装置　改造　業務,東牟婁郡　串本町,串本,地内,日本無線（株）関西支社,"1,683,150",0,"1,575,000",5,指名競争入札
,東牟婁串本建設部,大島地区　砂防修繕　工事,東牟婁郡　串本町,大島,地内,和田工業,"2,008,650",0,"1,575,000",12,指名競争入札
,東牟婁串本建設部,佐部川　河川修繕　工事,東牟婁郡　串本町,佐部,地内,丸井建設,"676,200",0,"399,000",9,指名競争入札
,東牟婁新宮建設部,新宮港港湾整備工事,新宮市,三輪崎,地内,新和設備工業,"6,340,950","5,212,200","5,880,000",12,指名競争入札
,東牟婁新宮建設部,那智山勝浦線道路環境整備外合併工事,東牟婁郡　那智勝浦町,天満,外地内,（株）木下産業,"1,392,300",0,"1,365,000",11,指名競争入札
,東牟婁新宮建設部,太地港下里線道路維持修繕工事,東牟婁郡　那智勝浦町,下里,地内,（有）都建設,"3,901,800","2,862,300","3,822,000",12,指名競争入札
,東牟婁新宮建設部,伊佐田町王子ケ浜線道路改良工事,新宮市,新宮,地内,（株）夏山組,"2,849,700","2,131,500","2,782,500",7,指名競争入札
,東牟婁新宮建設部,高田相賀線( 仮称高田1 号トンネル）道路改良工事,新宮市,高田,地内,永野電気工事（株）,"35,096,250","27,124,650","33,285,000",10,指名競争入札
,東牟婁新宮建設部,那智山勝浦線　半島振興道路整備　設計業務,東牟婁郡　那智勝浦町,浜の宮,地内,玉野総合コンサルタント（株）和歌山事務所,"473,550",0,"462,000",15,指名競争入札
,東牟婁新宮建設部,太地港下里線　小規模道路改良工事,東牟婁郡　那智勝浦町,下里,地内,浜電気工事店,"791,700",0,"751,800",15,指名競争入札
,東牟婁新宮建設部,那智山勝浦線　半島振興道路整備　事業認定申請図書作成業務,東牟婁郡　那智勝浦町,浜ノ宮,地内,清水不動産鑑定士事務所,"1,144,500",0,"1,050,000",9,指名競争入札
,東牟婁新宮建設部,土砂災害情報処理装置改造業務,新宮市,緑ケ丘,地内,日本無線（株）関西支社,"3,279,150",0,"3,087,000",8,指名競争入札
,東牟婁新宮建設部,滝本地区　急傾斜地崩壊対策緊急整備工事,東牟婁郡　熊野川町,滝本,地内,峯園建設,"2,051,700",0,"1,953,000",15,指名競争入札
,東牟婁新宮建設部,太田川・那智川事業再評価検討業務,東牟婁郡　那智勝浦町,南大居,外地内,日本建設コンサルタント（株）大阪支社,"6,066,900",0,"5,670,000",10,指名競争入札
,東牟婁新宮建設部,北山川河川修繕業務,東牟婁郡　北山村,七色,外地内,北山村森林組合,"1,362,900",0,"1,302,000",4,指名競争入札
,東牟婁新宮建設部,新宮港港湾整備工事,新宮市,三輪崎,地内,（株）大江工務店,"975,450",0,"934,500",16,指名競争入札
,東牟婁新宮建設部,国道１６９号　道路災害復旧工事,新宮市,熊野川町宮井,地内,中村建設（有）,"47,418,000","37,973,250","46,462,500",11,指名競争入札
20050706,技術調査課,資材単価・建設発生土処分費調査業務,県下全域,,,（財）経済調査会関西支部,"10,752,000",0,"9,754,500",2,指名競争入札
,公共建築課,妙寺警察署庁舎新築実施設計業務,伊都郡　かつらぎ町,中飯降,地内,（株）堀田設計,"20,534,850",0,"15,750,000",13,指名競争入札
,公共建築課,箕島高校管理特別教室棟耐震改修工事,有田市,箕島,地内,三洋建設（株）,"60,469,500","51,348,150","42,000,000",15,指名競争入札
,公共建築課,和歌山県水産研究所（仮称）取水機械棟建築工事,東牟婁郡　串本町,串本,地内,（株）岡工務店,"27,808,200","23,347,800","27,195,000",18,指名競争入札
,公共建築課,和歌山県水産研究所（仮称）取水機械棟電気設備工事,東牟婁郡　串本町,串本,地内,山崎電気工事店,"13,583,850","10,763,550","12,597,900",14,指名競争入札
,公共建築課,和歌山東高校管理他棟大規模改造（２期）機械設備工事,和歌山市,森小手穂,地内,（株）ヴァイオス,"14,073,150","11,532,150","11,532,150",16,指名競争入札
,公共建築課,箕島高校管理特別教室棟耐震改修設備工事,有田市,箕島,地内,上田水道工事,"3,231,900","2,688,000","2,992,500",19,指名競争入札
,公共建築課,和歌山県水産研究所（仮称）取水機械棟機械設備工事,東牟婁郡　串本町,串本,地内,（株）マエダ設備,"50,824,200","42,242,550","42,242,550",18,指名競争入札
,公共建築課,和歌山東高校管理他棟大規模改造（２期）電気設備工事,和歌山市,森小手穂,地内,（株）和歌山電機製作所,"30,909,900","25,435,200","29,053,500",16,指名競争入札
,公共建築課,和歌山県水産研究所（仮称）生物棟・飼育洗浄排水処理棟電気設備工事,東牟婁郡　串本町,串本,地内,道中電気工事,"30,729,300","24,804,150","29,085,000",16,指名競争入札
,公共建築課,和歌山県水産研究所（仮称）魚病研究棟建築工事,東牟婁郡　串本町,串本,地内,（株）協栄ホーム,"35,608,650","29,933,400","29,933,400",18,指名競争入札
,公共建築課,和歌山県水産研究所（仮称）資材・工作・屋外水槽棟建築工事,東牟婁郡　串本町,串本,地内,（株）喜多工務店,"183,351,000","155,848,350","155,848,350",16,指名競争入札
,公共建築課,和歌山県水産研究所（仮称）生物棟建築工事,東牟婁郡　串本町,串本,地内,（株）坂井組,"211,323,000","179,624,550","207,060,000",16,指名競争入札
,海草建設部,日方川広域基幹河川改修工事,海南市,日方,地内,（株）中原組,"174,676,950","136,330,950","136,330,950",19,指名競争入札
,海草建設部,加茂川河川高潮対策環境調査業務,海南市,下津町方,地内,（株）パスコ和歌山支店,"3,496,500",0,"2,394,000",15,指名競争入札
,海草建設部,日方川広域基幹河川改修工事,海南市,日方,地内,武内電気（株）,"7,447,650","5,982,900","7,140,000",10,指名競争入札
,西牟婁建設部,文里港港湾既存施設有効活用促進工事,田辺市,文里,地内,（株）廣畑組,"2,706,900","2,279,550","2,625,000",9,指名競争入札
,西牟婁建設部,田辺高校管理・特別教室棟大規模改造機械設備工事,田辺市,学園,地内,（株）紀の国設備,"12,700,800","10,386,600","12,180,000",19,指名競争入札
,西牟婁建設部,はまゆう養護学校寄宿舎大規模改造建築工事,西牟婁郡　上富田町,岩田,地内,（株）西峰工務店,"77,412,300","65,800,455","75,600,000",22,指名競争入札
,西牟婁建設部,はまゆう養護学校寄宿舎大規模改造機械設備工事,西牟婁郡　上富田町,岩田,地内,山本施設工業（株）,"47,395,950","40,062,750","46,515,000",18,指名競争入札
,西牟婁建設部,国道３７１号道路改築調査設計業務,田辺市,中辺路町温川,地内,（株）エイトコンサルタント和歌山支店,"6,427,050",0,"6,195,000",15,指名競争入札
,西牟婁建設部,上富田南部線小規模道路改良測量設計業務,西牟婁郡　上富田町,岡,地内,（株）阪和測量設計,"1,022,700",0,"966,000",15,指名競争入札
,西牟婁建設部,白浜温泉線地方特定道路整備設計業務,西牟婁郡　白浜町,才野,地内,（株）コスモ技術コンサルタンツ,"1,104,600",0,"1,050,000",15,指名競争入札
,西牟婁建設部,国道３７１号特殊改良一種設計業務,田辺市,下川下,地内,（株）日産技術コンサルタント和歌山事務所,"6,790,350",0,"6,300,000",8,指名競争入札
,西牟婁建設部,丸田地区急傾斜地崩壊対策工事,田辺市,龍神村甲斐ノ川,地内,（有）和商,"8,642,550","6,518,400","6,518,400",15,指名競争入札
,西牟婁建設部,日浦地区急傾斜地崩壊対策工事,田辺市,龍神村福井,地内,（有）和商,"10,975,650","8,278,200","8,278,200",20,指名競争入札
,西牟婁建設部,土砂災害情報処理装置改造業務,田辺市,朝日ケ丘,地内,日本無線（株）関西支社,"9,925,650",0,"9,450,000",5,指名競争入札
,西牟婁建設部,小郷谷川通常砂防工事,西牟婁郡　上富田町,岡,地内,（株）堀組,"29,131,200","22,414,350","28,350,000",15,指名競争入札
,西牟婁建設部,学園地区急傾斜地崩壊対策緊急整備工事,田辺市,学園,地内,（株）かねやす建設,"2,663,850","1,936,200","2,593,500",18,指名競争入札
,西牟婁建設部,安久川堤防改修測量設計業務,西牟婁郡　白浜町,堅田,地内,西航空測量（株）,"2,258,550",0,"2,142,000",15,指名競争入札
,西牟婁建設部,南紀福祉センター農業集落排水接続工事設計業務,西牟婁郡　上富田町,岩田,地内,得津環境設備計画,"699,300",0,"661,500",8,指名競争入札
,西牟婁建設部,国道３７１号外舗装補修工事,田辺市,龍神村宮代,外地内,（株）深瀬組,"2,308,950",0,"2,257,500",10,指名競争入札
,西牟婁建設部,温川田辺線外交通安全施設等整備工事,田辺市,新庄町,外地内,和歌山塗装工業（株）,"2,790,900","2,045,400","2,593,500",14,指名競争入札
,西牟婁建設部,白浜温泉線交通安全施設等整備工事,西牟婁郡　白浜町,才野,地内,（有）福田組,"1,123,500",0,"1,081,500",12,指名競争入札
,西牟婁建設部,南紀白浜空港線外道路維持修繕測量設計業務,西牟婁郡　白浜町,堅田,外地内,（株）初山,"3,476,550",0,"3,297,000",15,指名競争入札
,西牟婁建設部,龍神中辺路線道路災害防除工事,田辺市,中辺路町水上,地内,（有）アセスメント,"1,934,100",0,"1,254,750",15,指名競争入札
,西牟婁建設部,国道３１１号（双子谷橋）橋りょう震災対策設計業務,田辺市,本宮町皆地,地内,八千代エンジニヤリング（株）大阪支店,"5,637,450",0,"5,250,000",14,指名競争入札
,西牟婁建設部,国道３１１号外道路維持修繕業務,西牟婁郡　上富田町,生馬,外地内,（株）清本組,"1,909,950",0,"1,858,500",10,指名競争入札
,西牟婁建設部,はまゆう養護学校寄宿舎大規模改造電気設備工事,西牟婁郡　上富田町,岩田,地内,（有）阪本電気設備工事,"16,976,400","13,751,850","16,275,000",13,指名競争入札
,西牟婁建設部,田辺工業高校消火配管改修工事,田辺市,あけぼの,地内,（有）マル正水道設備,"2,490,600",0,"2,415,000",11,指名競争入札
,西牟婁建設部,田辺高校管理・特別教室棟大規模改造電気設備工事,田辺市,学園,地内,（有）福原電工,"21,363,300","17,422,650","20,506,500",16,指名競争入札
,西牟婁建設部,田辺高校管理・特別教室棟大規模改造建築工事,田辺市,学園,地内,（株）テンコーライフ,"130,315,500","110,768,175","123,795,000",15,指名競争入札
20050705,和歌山下津港湾事務所,和歌山下津港　港湾修繕設計委託　業務,和歌山市,西浜,地内,（株）南紀航測センター,"615,300",0,"567,000",15,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾防災安全対策　外合併　調査業務,和歌山市,湊　外,地先,和建技術（株）,"1,232,700",0,"1,155,000",6,指名競争入札
,和歌山下津港湾事務所,和歌山下津港　港湾防災安全対策　測量業務,和歌山市,久保町,地内,和歌山航測（株）,"1,410,150",0,"1,323,000",14,指名競争入札
20050704,日高建設部,国道４２５号道路維持修繕工事,日高郡　印南町,皆瀬川,地内,日裏組,"4,152,750","3,080,700","4,095,000",5,指名競争入札
20050701,有田建設部,熊井川河川修繕工事,有田郡　吉備町,奥,地内,（有）樋口造園土木,"592,200",0,"567,000",17,指名競争入札
,有田建設部,有田川広域基幹河川改修護岸施工計画策定業務,有田郡　吉備町,上中島外,地内,三井共同建設コンサルタント（株）関西支社,"4,942,350",0,"4,515,000",17,指名競争入札
,有田建設部,横畑地区急傾斜地崩壊対策工事,有田郡　清水町,川合,地内,青石組,"13,138,650","9,759,750","12,673,500",14,指名競争入札
,有田建設部,広川川辺線道路改良工事,有田郡　広川町,下津木,地内,（株）溝畑組,"5,419,050","4,148,550","5,208,000",8,指名競争入札
,有田建設部,天満川　堤防改修河川予備測量設計業務,有田郡　吉備町,天満外,地内,（株）近畿コンサルタント,"5,550,300",0,"5,271,000",15,指名競争入札
,有田建設部,庄川外河川修繕工事,有田郡　吉備町,庄外,地内,岩上組,"791,700",0,"766,500",17,指名競争入札
20050630,海草建設部,和歌川（大門川）河川環境整備調査業務,和歌山市,雑賀町外,地内,和建技術（株）,"955,500",0,"577,500",15,指名競争入札
,海草建設部,鳴神木広線外道路維持修繕工事,和歌山市,太田外,地内,（株）萩野電機工業所,"515,550",0,"483,000",16,指名競争入札
,海草建設部,和歌山打田線交通安全施設等整備工事,和歌山市,小倉,地内,（有）山田組,"1,325,100",0,"816,900",17,指名競争入札
,海草建設部,岩出海南線（旧道) 道路維持修繕公共用地境界確定業務,和歌山市,下三毛,地内,（有）エ―ス技研,"1,894,200",0,"1,795,500",15,指名競争入札
,海草建設部,和歌山橋本線交通安全施設等整備建物調査業務,和歌山市,西,地内,（株）ノア建設補償,"1,113,000",0,"945,000",15,指名競争入札
,海草建設部,岬加太港線外交通安全施設等整備工事,和歌山市,加太外,地内,（株）タイト工業,"1,791,300",0,"1,260,000",11,指名競争入札
,海草建設部,岩出海南線外道路環境整備外合併工事,和歌山市,下三毛外,地内,（株）黒田組,"3,186,750","2,335,200","2,335,200",19,指名競争入札
,海草建設部,西脇山口線街路整備測量業務,和歌山市,平井,地内,（株）石井コンサルタント,"1,709,400",0,"1,606,500",15,指名競争入札
,海草建設部,井ノ口秋月線道路改良工事,和歌山市,栗栖,地内,（株）森口建設,"23,663,850","19,318,950","19,318,950",19,指名競争入札
,海草建設部,西脇山口線（善明寺）道路改良工事,和歌山市,大谷,地内,松浦舗道建設（株）,"14,786,100","11,275,950","11,275,950",14,指名競争入札
,海草建設部,紀三井寺駅前線地方特定道路整備工事,和歌山市,紀三井寺,地内,（株）杖村舗装建設,"2,114,700",0,"1,352,400",16,指名競争入札
,海草建設部,紀三井寺駅前線地方特定道路整備工事,和歌山市,紀三井寺,地内,（株）キンキ,"2,572,500","1,864,800","1,864,800",11,指名競争入札
,海草建設部,秋月海南線道路調査測量設計業務,和歌山市,神前外,地内,国際航業（株）和歌山営業所,"4,928,700",0,"4,357,500",15,指名競争入札
,那賀建設部,泉佐野岩出線道路改築測量設計業務,那賀郡　岩出町,押川,地内,（株）中山綜合コンサルタント,"3,877,650",0,"3,675,000",12,指名競争入札
,那賀建設部,上鞆渕那賀線小規模道路改良工事,那賀郡　那賀町,赤沼田,外地内,久保建設,"232,050",0,"220,500",15,指名競争入札
,那賀建設部,本町線外一線道路改良工事,那賀郡　粉河町,粉河,地内,（株）大長建設,"2,462,250",0,"2,331,000",15,指名競争入札
,那賀建設部,泉佐野打田線外道路維持修繕工事,那賀郡　打田町,重行,外地内,小笠原建設,"1,225,350",0,"1,170,750",16,指名競争入札
,那賀建設部,那賀伊都管内市町村合併関連標識調査業務,那賀伊都管内,,一円,（株）キンキ,"6,564,600",0,"6,300,000",11,指名競争入札
,那賀建設部,粉河加太線外横断歩道橋橋りょう塗装工事,那賀郡　打田町,南中,外地内,（有）阪口塗装,"4,377,450","3,278,100","4,147,500",8,指名競争入札
,那賀建設部,和歌山橋本線地方特定道路整備工事,那賀郡　粉河町,荒見,外地内,（株）岩垣建設,"1,317,750",0,"1,244,250",16,指名競争入札
,日高建設部,片河谷川河川調査設計業務,日高郡　日高町,志賀,地内,前本技術コンサルタント,"302,400",0,"213,150",10,指名競争入札
,日高建設部,丸山地区急傾斜地崩壊対策工事,日高郡　みなべ町,西本庄,地内,（株）井口組,"27,074,250","20,725,950","26,460,000",18,指名競争入札
,日高建設部,田辺印南線道路環境整備（外）合併工事,日高郡　みなべ町,東本庄,地内,（有）井出電気工事,"2,313,150",0,"2,257,500",19,指名競争入札
,日高建設部,滝切目停車場線道路災害防除工事,日高郡　みなべ町,高野,地内,（株）岡崎組,"17,606,400","13,403,250","17,251,500",14,指名競争入札
,日高建設部,国道４２５号　道路改築調査設計　業務,日高郡　印南町,上洞,地内,大和探査技術（株）和歌山営業所,"10,991,400",0,"6,300,000",17,指名競争入札
,日高建設部,井関御坊線地方特定道路整備測量設計業務,御坊市,湯川町　財部,地内,五輪コンサルタント（株）,"716,100",0,"630,000",10,指名競争入札
,日高建設部,田辺龍神線小規模道路改良工事,日高郡　日高川町,寒川,地内,（株）和歌山オイル,"6,426,000","4,727,100","6,352,500",14,指名競争入札
,日高建設部,玄子小松原線小規模道路改良測量設計業務,御坊市,藤田町　吉田,地内,（株）三紀屋測量,"1,659,000",0,"1,029,000",10,指名競争入札
,日高建設部,南部停車場線道路改良工事,日高郡　みなべ町,芝,地内,（株）中井組,"4,018,350","3,108,000","3,958,500",10,指名競争入札
,日高建設部,下平川中地区急傾斜地崩壊対策工事,日高郡　日高川町,平川,地内,（株）竹村建設,"22,710,450","17,427,900","22,260,000",20,指名競争入札
,日高建設部,山野北地区急傾斜地崩壊対策工事,日高郡　日高川町,山野,地内,上山建設,"13,364,400","10,028,550","13,125,000",19,指名競争入札
,日高建設部,国道４２５号道路維持修繕工事,御坊市,塩屋町　南塩屋,地内,塩崎建設,"339,150",0,"270,900",19,指名競争入札
,日高建設部,柏御坊線道路維持修繕工事,日高郡　美浜町,吉原,地内,（株）河秀工務店,"154,350",0,"123,900",17,指名競争入札
,日高建設部,国道４２４号舗装補修工事,日高郡　日高川町,初湯川,地内,北村建設（株）,"6,294,750","4,743,900","6,226,500",9,指名競争入札
,日高建設部,玄子小松原線環境整備工事,御坊市,藤田町　吉田,地内,（株）ワカヤマ設備,"1,132,950",0,"1,102,500",18,指名競争入札
,日高建設部,清川地区急傾斜地崩壊対策緊急整備工事,日高郡　みなべ町,清川,地内,（有）下村重機,"1,734,600",0,"1,690,500",19,指名競争入札
,日高建設部,下川河川修繕工事,御坊市,島（外）,地内,杉谷組,"1,102,500",0,"1,076,250",18,指名競争入札
,日高建設部,椿山ダム基準点測量調査業務,日高郡　日高川町,初湯川（外）,地内,（有）成和測量設計事務所,"1,711,500",0,"1,291,500",10,指名競争入札
,日高建設部,切目川ダム付替町道設計業務,日高郡　印南町,高串,地内,ワコウコンサルタント（株）,"2,224,950",0,"2,110,500",15,指名競争入札
,日高建設部,梅坂谷川通常砂防測量調査業務,日高郡　日高川町,打尾,地内,（有）ヤマニシ,"633,150",0,"556,500",10,指名競争入札
,日高建設部,椿山ダム放流による流下能力検討業務,日高郡　日高川町,松瀬（外）,地内,（株）アイ・エヌ・エ―関西支店,"9,514,050",0,"8,715,000",15,指名競争入札
,日高建設部,日高川河川調査測量設計業務,日高郡　日高川町,若野,地内,日高測量設計（株）,"1,568,700",0,"1,249,500",11,指名競争入札
,東牟婁新宮建設部,木の川河川修繕工事,新宮市,木ノ川,地内,谷奥工務店,"4,044,600","2,988,300","2,988,300",16,指名競争入札
,東牟婁新宮建設部,国道１６８号（枯木谷橋）橋りよう補修工事,新宮市,熊野川町相須,地内,（株）安部工業所和歌山営業所,"9,695,700","7,882,350","9,082,500",16,指名競争入札
,東牟婁新宮建設部,国道１６８号（槌の子橋外）橋りよう補修調査設計業務,新宮市,相賀　外,地内,セントラルコンサルタント（株）大阪支社,"6,870,150",0,"5,512,500",16,指名競争入札
,東牟婁新宮建設部,太地港下里線小規模道路改良工事,東牟婁郡　那智勝浦町,下里,地内,紀松園,"6,760,950","5,053,650","6,615,000",15,指名競争入札
,東牟婁新宮建設部,国道１６９号道路改築工事,新宮市,熊野川町九重,地内,井上建設（株）,"50,092,350","39,187,050","49,087,500",11,指名競争入札
,東牟婁新宮建設部,志古１地区特殊急傾斜地崩壊対策工事,東牟婁郡　熊野川町,日足,地内,南方建設,"1,882,650",0,"1,848,000",16,指名競争入札
20050629,公共建築課,和歌山東高校管理他棟大規模改造（２期）工事,和歌山市,森小手穂,地内,アサカワリフォーム（株）,"121,159,500","102,985,575","82,950,000",15,指名競争入札
,公共建築課,紀三井寺公園テニス場スタンド屋根整備他工事設計業務,和歌山市,毛見,地内,ナカイエ環境建築事務所,"283,500",0,"207,900",13,指名競争入札
,公共建築課,川永団地１９号棟トータルリモデル機械設備工事,和歌山市,島,地内,（株）近藤工業,"25,574,850","21,292,950","23,005,500",15,指名競争入札
,公共建築課,川永団地１９号棟トータルリモデル電気設備工事,和歌山市,島,地内,（株）マルナカ電機,"27,063,750","22,197,000","25,977,000",15,指名競争入札
,公共建築課,川永団地１９号棟トータルリモデル建築工事,和歌山市,島,地内,（株）小池組,"162,267,000","137,926,950","136,500,000",14,指名競争入札
,公共建築課,ろう学校体育館外部改修他工事設計業務,和歌山市,砂山南３丁目,地内,瀧一級建築士事務所,"1,585,500",0,"1,522,500",13,指名競争入札
,公共建築課,生石高原の家解体撤去工事設計業務,有田郡　金屋町,生石,地内,（有）宮村建築設計,"1,366,050",0,"976,500",12,指名競争入札
,公共建築課,有田（宮原）教職員住宅外壁等改修工事設計業務,有田市,宮原町　東,地内,坂田建築工房,"647,850",0,"606,900",13,指名競争入札
,海草建設部,奥佐々阪井線半島振興道路整備工事,海草郡　紀美野町,下佐々,地内,（株）タニガキ建工,"48,322,050","37,737,000","46,305,000",13,指名競争入札
,海草建設部,興加茂郷停車場線道路維持調査業務,海南市,下津町曽根田,地内,日本工営（株）和歌山営業所,"263,550",0,"231,000",15,指名競争入札
,海草建設部,野上清水線外舗装補修工事,海草郡　野上町,梅本,外地内,（有）山本耕次建設工業,"1,135,050",0,"817,950",15,指名競争入札
,海草建設部,国道３７０号道路維持修繕工事,海草郡　美里町,小西,外地内,油谷土木,"1,518,300",0,"1,465,800",19,指名競争入札
,海草建設部,奥佐々阪井線外舗装補修工事,海南市,木津,外地内,（株）杖村舗装建設,"3,330,600","2,509,500","2,509,500",15,指名競争入札
,海草建設部,海南金屋線外道路維持修繕工事,海南市,別所,外地内,（有）岡本工業,"4,710,300","3,468,150","4,095,000",17,指名競争入札
,海草建設部,日方大野中藤白線地方特定道路整備建物調査業務,海南市,日方,地内,福田総合コンサルタント（株）和歌山支社,"1,008,000",0,"945,000",15,指名競争入札
,海草建設部,県道奥佐々阪井線半島振興道路整備測量設計業務,海草郡　野上町,下佐々,地内,（株）中山綜合コンサルタント,"874,650",0,"819,000",15,指名競争入札
,海草建設部,興加茂郷停車場線外道路維持修繕工事,海南市,下津町小松原,外地内,（株）宮尾組,"3,539,550","2,567,250","3,391,500",17,指名競争入札
,伊都建設部,中谷川　総合流域防災　設計業務,伊都郡　かつらぎ町,大谷,地内,玉野総合コンサルタント（株）和歌山事務所,"8,967,000",0,"8,347,500",15,指名競争入札
,伊都建設部,和歌山橋本線　道路改良工事,伊都郡　かつらぎ町,山崎,外地内,（株）辻本組,"49,992,600","38,869,950","38,869,950",15,指名競争入札
,伊都建設部,阪本五條線　小規模道路改良　測量設計業務,伊都郡　高野町,東富貴,地内,（株）センダイ工部コンサルタント,"2,046,450",0,"1,942,500",14,指名競争入札
,伊都建設部,国道４８０号　道路環境整備外合併工事,伊都郡　花園村,新子,地内,（有）西窪建設,"2,262,750",0,"2,152,500",15,指名競争入札
,伊都建設部,高野口野上線　道路環境整備外合併工事,伊都郡　かつらぎ町,御所,地内,八王建設,"1,542,450",0,"1,470,000",15,指名競争入札
,伊都建設部,国道３７１号　道路改築設計業務,橋本市,慶賀野,地内,（株）日建技術コンサルタント和歌山事務所,"4,224,150",0,"3,885,000",15,指名競争入札
,伊都建設部,国道３７１号　道路改築調査業務,橋本市,慶賀野,地内,（株）白浜試錐,"1,878,450",0,"918,750",10,指名競争入札
,伊都建設部,国道３７１号道路改築工事,橋本市,市脇,～清水地内,（株）窪田建設,"88,354,350","75,101,197","86,100,000",15,指名競争入札
,伊都建設部,紀の川左岸地区　橋本８号橋下部工事,橋本市,学文路,地内,（株）田中組,"99,183,000","75,082,350","97,125,000",15,指名競争入札
,伊都建設部,国道４８０号　道路改築工事,伊都郡　かつらぎ町,滝,地内,藤井組,"33,459,300","26,948,250","32,655,000",15,指名競争入札
,伊都建設部,国道３７１号　特殊改良二種工事,橋本市,向副,地内,（株）乾組,"20,039,250","14,969,850","19,425,000",16,指名競争入札
,伊都建設部,国道３７１号　小規模道路改良工事,伊都郡　高野町,南,地内,（株）別府組,"18,891,600","14,052,150","18,480,000",15,指名競争入札
,伊都建設部,中谷川　総合流域防災　測量業務,伊都郡　かつらぎ町,大谷,地内,高垣測量設計事務所,"674,100",0,"630,000",15,指名競争入札
,伊都建設部,中谷川　総合流域防災　調査業務,伊都郡　かつらぎ町,大谷,地内,（株）タニガキ建工,"1,701,000",0,"777,000",10,指名競争入札
,伊都建設部,高野口野上線　半島振興道路整備工事,伊都郡　かつらぎ町,星山,地内,（株）平岡広建設,"41,858,250","31,728,900","40,950,000",15,指名競争入札
,有田建設部,井関御坊線地方特定道路整備工事,有田郡　広川町,上津木外,地内,（株）奥建設,"1,516,200",0,"1,470,000",3,指名競争入札
,西牟婁建設部,日置港港湾浚渫工事,西牟婁郡　日置川町,日置,地内,日置川開発（株）,"7,935,900",0,"7,770,000",9,指名競争入札
,西牟婁建設部,日浦地区急傾斜地崩壊対策工事,田辺市,龍神村福井,地内,川口建設（株）,"4,605,300","3,473,400","4,462,500",15,指名競争入札
,西牟婁建設部,小森地区急傾斜地崩壊対策工事,田辺市,龍神村殿原,地内,小川建設,"11,026,050","8,248,800","8,248,800",20,指名競争入札
,西牟婁建設部,国道４２５号環境整備工事,田辺市,龍神村福井,地内,（株）タイリュウ建設,"2,306,850",0,"1,383,900",15,指名競争入札
,西牟婁建設部,田辺白浜線交通安全施設等整備工事,西牟婁郡　白浜町,堅田,地内,（有）福田組,"2,234,400",0,"2,163,000",12,指名競争入札
,西牟婁建設部,長野上秋津線道路維持修繕工事,田辺市,上三栖,地内,竹内組,"2,894,850","2,107,350","2,835,000",15,指名競争入札
,西牟婁建設部,国道３７１号外交通安全施設等整備工事,田辺市,龍神村龍神外,地内,（有）和商,"2,317,350",0,"1,155,000",15,指名競争入札
,西牟婁建設部,国道３１１号（清姫覗橋）橋りょう指定修繕工事,田辺市,中辺路町栗栖川,地内,川田建設（株）和歌山営業所,"8,341,200","6,301,050","7,822,500",15,指名競争入札
,西牟婁建設部,国道３１１号（中川橋）橋梁補修工事,田辺市,中辺路町,二川地内,串組,"20,084,400","16,262,085","19,687,500",15,指名競争入札
,西牟婁建設部,国道３１１号（中川橋）橋梁震災対策工事,田辺市,中辺路町,二川地内,串組,"20,084,400","16,262,085","19,687,500",15,指名競争入札
,西牟婁建設部,上富田すさみ線外交通安全施設等整備工事,西牟婁郡　日置川町,玉伝,外地内,タマキ工業（株）,"3,746,400","2,715,300","3,339,000",14,指名競争入札
,西牟婁建設部,田辺白浜線交通安全施設等整備調査業務,田辺市,新庄町,地内,（株）三和綜合コンサル和歌山支店,"2,677,500",0,"2,467,500",15,指名競争入札
,西牟婁建設部,上富田南部線地方道路交付金工事,西牟婁郡　上富田町,岩田,地内,橋本建設,"4,587,450","3,609,900","4,515,000",15,指名競争入札
