 平成２１年４月１日から平成２２年３月３１日までの分 ,,,,,,,,,,,,,,,,
 入札日 , 執行課名 , 事業担当課名 ,工事名, 工事場所１市区町村 , 工事場所１地名１ , 工事場所１地名２ ,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,応札業者数,入札形式,,,,
20090616,有田建設部,道路建設課,吉備金屋線地方特定道路整備工事　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,垣倉　　　　　　　　,地内　　　　　　　　,亀井組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 28,050,750 "," 23,246,164 "," 23,257,500 ",31,条件付一般競争入札,,,,
20090616,有田建設部,道路建設課,海南金屋線地方特定道路整備測量設計業務　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,中野　　　　　　　　,地内　　　　　　　　,（有）尾崎測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,677,500 "," 1,874,250 "," 1,883,621 ",29,条件付一般競争入札,,,,
20090616,有田建設部,道路建設課,楠本小川線地方特定道路整備設計業務　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,小川　　　　　　　　,地内　　　　　　　　,（株）ネクサス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,228,500 "," 869,409 "," 870,269 ",27,条件付一般競争入札,,,,
20090616,有田建設部,道路建設課,有田湯浅線道路改良設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　湯浅町　　　,田～栖原　　　　　　,地内　　　　　　　　,近畿技術コンサルタンツ（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,932,500 "," 4,231,652 "," 4,232,550 ",23,条件付一般競争入札,,,,
20090616,有田建設部,道路建設課,国道４２４号道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,修理川　　　　　　　,地内　　　　　　　　,（株）六川建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,047,500 "," 1,659,682 "," 1,670,550 ",9,条件付一般競争入札,,,,
20090616,有田建設部,道路建設課,南金屋由良線小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町　　　,殿　　　　　　　　　,地内　　　　　　　　,（株）クドク鉄工所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,604,250 "," 3,777,679 "," 3,777,900 ",25,条件付一般競争入札,,,,
20090616,有田建設部,道路建設課,国道４８０号小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,杉野原　　　　　　　,地内　　　　　　　　,平澤組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 15,977,850 "," 13,249,887 "," 13,272,000 ",20,条件付一般競争入札,,,,
20090616,有田建設部,道路建設課,境川金屋線小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,日物川　　　　　　　,地内　　　　　　　　,阪本建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 23,244,900 "," 19,547,136 "," 19,618,683 ",37,条件付一般競争入札,,,,
20090616,有田建設部,道路建設課,美里龍神線小規模道路改良測量業務　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,遠井　　　　　　　　,地内　　　　　　　　,（有）日廣技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 619,500 "," 444,057 "," 444,057 ",16,条件付一般競争入札,,,,
20090616,有田建設部,道路建設課,海南金屋線道路改良（仮称２号橋上部工）工事　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,市場　　　　　　　　,地内　　　　　　　　,（株）豊工業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 116,726,400 "," 98,478,313 "," 110,250,000 ",3,条件付一般競争入札（総合評価）,,,,
20090616,有田建設部,道路保全課,国道４８０号（馬廻橋）橋梁震災対策設計業務　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,三田　　　　　　　　,地内　　　　　　　　,（株）データ技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,084,500 "," 2,893,459 "," 2,899,178 ",21,条件付一般競争入札,,,,
20090616,有田建設部,道路保全課,吉備金屋線外交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,庄　　　　　　　　　,外地内　　　　　　　,久野原建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 593,250 "," 476,391 "," 476,700 ",17,条件付一般競争入札,,,,
20090616,有田建設部,道路保全課,国道４８０号道路環境整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,板尾　　　　　　　　,地内　　　　　　　　,有田設備工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,300,950 "," 1,088,579 "," 1,100,400 ",10,条件付一般競争入札,,,,
20090616,日高建設部,道路保全課,御坊美山線（外）　地方道路交付金（外）　合併工事　　　　　　　　　　　　　　　　,御坊市　　　　　　　,湯川町　財部（外）　,地内　　　　　　　　,（有）和歌山ライン　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,873,200 "," 1,507,952 "," 1,648,500 ",13,条件付一般競争入札,,,,
20090616,日高建設部,港湾整備課,印南漁港　整備（地域）工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南　　　　　　　　,地内　　　　　　　　,和興建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,785,000 "," 1,436,278 "," 1,680,000 ",13,条件付一般競争入札,,,,
20090616,西牟婁建設部,道路保全課,国道１６８号交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮外　　　　,地内　　　　　　　　,カメイ建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,192,400 "," 1,754,184 "," 1,755,600 ",15,条件付一般競争入札,,,,
20090615,公共建築課,公共建築課,紀北支援学校校舎（１期）新築工事実施設計業務　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,冬野　　　　　　　　,地内　　　　　　　　,（株）堀田設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 11,618,250 "," 8,156,646 "," 8,347,500 ",10,条件付一般競争入札,,,,
20090615,公共建築課,公共建築課,日高高校図書館棟耐震補強工事設計業務　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,島　　　　　　　　　,地内　　　　　　　　,一級建築士事務所金岡設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,857,450 "," 1,332,397 "," 1,407,000 ",5,条件付一般競争入札,,,,
20090615,公共建築課,公共建築課,和歌山県職員会館解体撤去工事設計業務　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,東長町三丁目　　　　,地内　　　　　　　　,（有）北田設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,747,450 "," 2,636,014 "," 2,688,000 ",9,条件付一般競争入札,,,,
20090615,公共建築課,公共建築課,御坊警察署庁舎建設工事基本設計業務　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,湯川町　財部　　　　,地内　　　　　　　　,（有）楠田一級建築設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 16,772,700 "," 11,845,710 "," 13,408,500 ",9,条件付一般競争入札,,,,
20090615,海草建設部,道路建設課,国道３７０号道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,重根　　　　　　　　,地内　　　　　　　　,（有）新和電機　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,829,700 "," 9,659,009 "," 9,748,200 ",9,条件付一般競争入札,,,,
20090615,海草建設部,道路建設課,奥佐々阪井線道路改良調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,下佐々　　　　　　　,地内　　　　　　　　,（株）アイテクノ和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 672,000 "," 478,396 "," 480,748 ",18,条件付一般競争入札,,,,
20090615,海草建設部,道路建設課,奥佐々阪井線道路改良調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,動木　　　　　　　　,地内　　　　　　　　,（株）センダイ工部コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,396,500 "," 1,005,898 "," 1,006,876 ",16,条件付一般競争入札,,,,
20090615,海草建設部,河川課,加茂川地震・高潮対策調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,下津町方　　　　　　,地内　　　　　　　　,国土防災技術（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,134,500 "," 3,597,744 "," 3,612,120 ",20,条件付一般競争入札,,,,
20090615,那賀建設部,道路建設課,泉佐野打田線小規模道路改良設計業務　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,北勢田　　　　　　　,外地内　　　　　　　,小川測量設計（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,725,000 "," 3,353,805 "," 3,353,805 ",31,条件付一般競争入札,,,,
20090615,那賀建設部,道路建設課,西川原名手市場線小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,東川原　　　　　　　,地内　　　　　　　　,山本建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 13,232,100 "," 10,785,300 "," 10,846,500 ",12,条件付一般競争入札,,,,
20090615,那賀建設部,道路建設課,新田広芝岩出停車場線小規模道路改良設計業務　　　　　　　　　　　　　　　　　　　,岩出市　　　　　　　,高塚　　　　　　　　,外地内　　　　　　　,（株）ネクサス　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,071,000 "," 751,949 "," 752,698 ",28,条件付一般競争入札,,,,
20090615,那賀建設部,道路建設課,新田広芝岩出停車場線小規模道路改良調査業務　　　　　　　　　　　　　　　　　　　,岩出市　　　　　　　,高塚　　　　　　　　,地内　　　　　　　　,（株）近畿コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,457,000 "," 1,721,619 "," 1,738,818 ",11,条件付一般競争入札,,,,
20090615,那賀建設部,道路保全課,国道４８０号外道路維持修繕測量設計業務　　　　　　　　　　　　　　　　　　　　　,紀の川市　　　　　　,名手上　　　　　　　,外地内　　　　　　　,（有）和田測量事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,496,500 "," 2,472,025 "," 2,472,025 ",31,条件付一般競争入札,,,,
20090615,那賀建設部,下水道課,紀の川中流流域下水道（那賀処理区）那賀幹線管渠詳細設計業務　　　　　　　　　　　,紀の川市　　　　　　,藤崎　　　　　　　　,外地内　　　　　　　,日本水工設計（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 19,698,000 "," 13,940,274 "," 13,965,882 ",29,条件付一般競争入札,,,,
20090615,那賀建設部,下水道課,紀の川中流流域下水道（那賀処理区）那賀幹線管渠測量業務　　　　　　　　　　　　　,紀の川市　　　　　　,藤崎　　　　　　　　,外地内　　　　　　　,（株）シーエスエス和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 4,326,000 "," 3,116,017 "," 3,119,025 ",31,条件付一般競争入札,,,,
20090615,那賀建設部,下水道課,紀の川中流流域下水道（那賀処理区）貴志川幹線管渠（推進）工事　　　　　　　　　　,紀の川市　　　　　　,貴志川町神戸　　　　,地内　　　　　　　　,（株）藤平組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 89,918,850 "," 75,232,603 "," 75,348,000 ",32,条件付一般競争入札（総合評価）,,,,
20090615,那賀建設部,下水道課,紀の川中流流域下水道（那賀処理区）那賀浄化センター水処理（１段目等）電気設備工事,岩出市　　　　　　　,中島　　　　　　　　,地内　　　　　　　　,（株）明電舎関西支社　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 43,749,300 "," 33,323,850 "," 43,050,000 ",2,条件付一般競争入札（総合評価）,,,,
20090615,日高建設部,道路建設課,御坊中津線　半島振興道路整備　測量設計業務　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,大又　　　　　　　　,地内　　　　　　　　,（株）初山　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 987,000 "," 703,336 "," 710,245 ",28,条件付一般競争入札,,,,
20090615,日高建設部,道路保全課,比井紀伊内原停車場線　地方道路交付金　橋梁詳細設計業務　　　　　　　　　　　　　,日高郡　日高町　　　,比井　　　　　　　　,地内　　　　　　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 15,309,000 "," 10,919,909 "," 10,919,909 ",30,条件付一般競争入札,,,,
20090615,日高建設部,道路保全課,国道４２４号（外）　橋梁点検委託業務　　　　　　　　　　　　　　　　　　　　　　,日高振興局　　　　　,有田振興局　建設部　,管内一円　地内　　　,（株）データ技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 10,630,200 "," 7,477,501 "," 7,545,315 ",14,条件付一般競争入札,,,,
20090615,日高建設部,河川課,日高川（西川）　大規模地震対策等河川整備　設計業務　　　　　　　　　　　　　　　,日高郡　美浜町　　　,田井　　　　　　　　,地内　　　　　　　　,（株）センダイ工部コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 17,157,000 "," 12,358,187 "," 13,545,000 ",28,条件付一般競争入札,,,,
20090615,日高建設部,砂防課,土生川　通常砂防　測量設計業務　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,土生　　　　　　　　,地内　　　　　　　　,（株）マエモト　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,302,500 "," 3,774,849 "," 3,778,561 ",33,条件付一般競争入札,,,,
20090615,日高建設部,砂防課,森の谷川　通常砂防　測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,船津　　　　　　　　,地内　　　　　　　　,五輪コンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 2,782,500 "," 1,980,861 "," 2,003,400 ",19,条件付一般競争入札,,,,
20090615,日高建設部,砂防課,清水谷川　通常砂防　測量業務　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,山野　　　　　　　　,地内　　　　　　　　,五輪コンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,056,000 "," 4,958,956 "," 5,080,320 ",20,条件付一般競争入札,,,,
20090615,日高建設部,砂防課,森の谷川　通常砂防　測量調査設計業務　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,船津　　　　　　　　,地内　　　　　　　　,（有）成和測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 14,836,500 "," 10,634,803 "," 10,655,574 ",34,条件付一般競争入札,,,,
20090615,東牟婁新宮建設部,道路建設課,那智勝浦本宮線半島振興道路整備工事　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,大野　　　　　　　　,地内　　　　　　　　,井上工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 16,702,350 "," 13,877,735 "," 13,879,950 ",22,条件付一般競争入札,,,,
20090615,東牟婁新宮建設部,道路建設課,南平野下里停車場線小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,市屋　　　　　　　　,地内　　　　　　　　,大和建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 28,362,600 "," 23,454,674 "," 23,457,000 ",25,条件付一般競争入札,,,,
20090615,東牟婁新宮建設部,道路建設課,国道１６８号道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町能城山本　　,地内　　　　　　　　,勝浦建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 9,865,800 "," 8,852,582 "," 8,878,800 ",20,条件付一般競争入札,,,,
20090615,東牟婁新宮建設部,道路建設課,那智勝浦古座川線道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,川関　　　　　　　　,地内　　　　　　　　,勝浦建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,380,200 "," 4,447,452 "," 4,464,600 ",10,条件付一般競争入札,,,,
20090615,東牟婁新宮建設部,道路保全課,那智山勝浦線地方道路交付金交通安全調査業務　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,井関　　　　　　　　,地内　　　　　　　　,（株）近畿コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 840,000 "," 590,352 "," 597,996 ",12,条件付一般競争入札,,,,
20090615,東牟婁新宮建設部,道路保全課,那智山勝浦線地方道路交付金交通安全設計業務　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,井関　　　　　　　　,地内　　　　　　　　,（株）熊野実測　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,858,500 "," 1,339,978 "," 1,575,000 ",33,条件付一般競争入札,,,,
20090615,東牟婁新宮建設部,河川課,市田川河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,新宮外　　　　　　　,地内　　　　　　　　,勝浦建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,688,900 "," 4,640,686 "," 4,664,100 ",15,条件付一般競争入札,,,,
20090615,東牟婁新宮建設部,港湾整備課,新宮港既存施設有効活用促進設計業務　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,三輪崎　　　　　　　,地内　　　　　　　　,（株）日本港湾コンサルタント関西支社和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　," 5,418,000 "," 3,906,378 "," 4,410,000 ",6,条件付一般競争入札,,,,
20090612,和歌山下津港湾事務所,港湾整備課,和歌山下津港海岸（方地区）港湾海岸調査設計業務　　　　　　　　　　　　　　　　　,海南市　　　　　　　,下津町方　　　　　　,地内　　　　　　　　,和建技術（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 1,522,500 "," 1,088,130 "," 1,090,262 ",18,条件付一般競争入札,,,,
20090612,伊都建設部,道路建設課,紀の川左岸３期地区　かつらぎ２工区６号橋設計業務　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,寺尾　　　　　　　　,地内　　　　　　　　,（株）間瀬コンサルタント和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 12,610,500 "," 9,003,897 "," 9,003,897 ",39,条件付一般競争入札,,,,
20090612,伊都建設部,道路建設課,県道高野天川線　小規模道路改良工事　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　高野町　　　,高野山　　　　　　　,地内　　　　　　　　,（株）前坂工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 16,678,200 "," 14,019,810 "," 15,697,500 ",4,条件付一般競争入札,,,,
20090612,伊都建設部,道路建設課,高野橋本線　小規模道路改良外合併工事　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,学文路　　　　　　　,地内　　　　　　　　,永岡建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,937,350 "," 5,786,088 "," 5,791,275 ",11,条件付一般競争入札,,,,
20090612,伊都建設部,道路建設課,国道４８０号　道路改良水文調査解析業務　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,志賀　　　　　　　　,地内　　　　　　　　,（株）エイト日本技術開発和歌山支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 3,192,000 "," 2,247,806 "," 2,263,800 ",12,条件付一般競争入札,,,,
20090612,伊都建設部,道路建設課,国道３７１号　道路改築設計業務　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,御幸辻　　　　　　　,外地内　　　　　　　,（株）センダイ工部コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,667,500 "," 4,737,258 "," 4,737,258 ",25,条件付一般競争入札,,,,
20090612,伊都建設部,道路建設課,紀の川左岸地区　西畑・岡ノ峰道路（その３）工事　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,西畑　　　　　　　　,・学文路地内　　　　,（株）木村組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 92,463,000 "," 76,796,181 "," 77,028,000 ",29,条件付一般競争入札（総合評価）,,,,
20090612,伊都建設部,道路建設課,国道４８０号（４号橋）道路改良工事　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,志賀　　　　　　　　,地内　　　　　　　　,オリエンタル白石（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 33,261,900 "," 27,292,072 "," 27,573,000 ",9,条件付一般競争入札（総合評価）,,,,
20090612,伊都建設部,道路建設課,高野口野上線　半島振興道路整備工事　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,星川　　　　　　　　,地内　　　　　　　　,（株）天野組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 49,267,050 "," 40,481,557 "," 40,635,000 ",16,条件付一般競争入札（総合評価）,,,,
20090612,伊都建設部,道路保全課,和歌山橋本線外　舗装補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,兄井　　　　　　　　,外地内　　　　　　　,（有）旭興産　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 22,284,150 "," 18,158,225 "," 18,159,750 ",12,条件付一般競争入札,,,,
20090612,伊都建設部,河川課,堂田川　高速道路関連河川改修工事　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,笠田東　　　　　　　,地内　　　　　　　　,（株）藤平組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 45,768,450 "," 38,300,320 "," 40,740,000 ",8,条件付一般競争入札（総合評価）,,,,
20090612,伊都建設部,砂防課,広口地区　地すべり対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,広口　　　　　　　　,地内　　　　　　　　,（有）旭興産　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 20,808,900 "," 17,016,955 "," 17,024,700 ",16,条件付一般競争入札,,,,
20090612,日高建設部,道路建設課,国道４２５号　小規模道路改良　工事　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,印南原　　　　　　　,地内　　　　　　　　,（株）小池組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 12,944,400 "," 10,504,147 "," 10,570,350 ",15,条件付一般競争入札,,,,
20090612,日高建設部,道路建設課,御坊美山線　半島振興道路整備　工事　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,藤田町　吉田　　　　,地内　　　　　　　　,（株）南興業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 24,126,900 "," 19,811,635 "," 19,880,700 ",19,条件付一般競争入札,,,,
20090612,日高建設部,道路建設課,国道４２５号　道路改良　工事　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,塩屋町　北塩屋　　　,地内　　　　　　　　,（株）竹平建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 92,639,400 "," 77,860,566 "," 77,910,000 ",32,条件付一般競争入札（総合評価）,,,,
20090612,日高建設部,道路建設課,芳養清川線　小規模道路改良　工事　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,清川　　　　　　　　,地内　　　　　　　　,紀乃国建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 32,788,350 "," 27,208,902 "," 27,300,000 ",26,条件付一般競争入札（総合評価）,,,,
20090612,日高建設部,道路建設課,国道４２４号　道路改築　工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,島之瀬　　　　　　　,地内　　　　　　　　,（株）大木建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 62,884,500 "," 51,768,403 "," 52,132,500 ",17,条件付一般競争入札（総合評価）,,,,
20090612,日高建設部,道路保全課,国道４２４号（外）　道路維持修繕　工事　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,一円　　　　　　　　,地内　　　　　　　　,（有）下村重機　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,515,250 "," 5,637,702 "," 5,855,850 ",9,条件付一般競争入札,,,,
20090612,日高建設部,道路保全課,御坊美山線（外）　道路維持修繕　工事　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,一円　　　　　　　　,地内　　　　　　　　,西建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 17,821,650 "," 15,331,230 "," 15,331,575 ",22,条件付一般競争入札,,,,
20090612,日高建設部,道路保全課,御坊湯浅線（外）　道路維持修繕　工事　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,一円　　　　　　　　,地内　　　　　　　　,太始建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 6,385,050 "," 5,472,180 "," 5,502,000 ",13,条件付一般競争入札,,,,
20090612,日高建設部,道路保全課,国道４２５号（外）　道路維持修繕　工事　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,一円　　　　　　　　,地内　　　　　　　　,（株）イワキ建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,120,050 "," 6,020,261 "," 6,027,000 ",17,条件付一般競争入札,,,,
20090612,日高建設部,河川課,切目川　総合流域防災　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,島田　　　　　　　　,地内　　　　　　　　,（有）侑功　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 24,047,100 "," 20,130,411 "," 20,142,150 ",21,条件付一般競争入札,,,,
20090612,日高建設部,砂防課,市井谷地区　特殊急傾斜地崩壊対策　工事　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,江川　　　　　　　　,地内　　　　　　　　,嶋津工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　," 7,146,300 "," 5,853,734 "," 5,853,750 ",21,条件付一般競争入札,,,,
